state,end_date,pollster_rating_name,poll_id,partisan,sample_size,methodology,population,candidate_name,pct,raw_sample_size,candidates_tested,poll_sample_size_weight,number_options,undecided,numeric_grade,pollster_wt,cumulative_poll_wt,methodology_simple,region_computed,region_census_big,region_census_small
National,2024-05-23,Emerson College,87032,center/independent,1100,IVR/Online Panel/Text-to-Web,rv,Donald Trump,43.8,1100,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,1.0451571773292,5,11.599999999999994,2.92,1.147097841545351,1.147097841545351,IVR/Mostly IVR,,,
National,2024-05-21,Morning Consult,87066,center/independent,1500,Online Panel,rv,Joe Biden,43.0,4000,Donald Trump Joe Biden,1.836678059957297,2,12.0,1.8,1.016419236906677,0.6704973790399477,Online Non-Prob Panel,,,
National,2024-05-21,Morning Consult,87066,center/independent,1500,Online Panel,rv,Donald Trump,45.0,4000,Donald Trump Joe Biden,1.836678059957297,2,12.0,1.8,1.016419236906677,0.6704973790399477,Online Non-Prob Panel,,,
Michigan,2024-05-21,Mitchell Research & Communications,87048,center/independent,697,Text-to-Web,lv,Robert F. Kennedy,5.0,697,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.8319584818912924,5,4.0,2.09,1.0550944078786664,1.0550944078786664,Includes Text-to-Web,Rust Belt,Midwest,East North Central
Michigan,2024-05-21,Mitchell Research & Communications,87048,center/independent,697,Text-to-Web,lv,Joe Biden,45.0,697,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.8319584818912924,5,4.0,2.09,1.0550944078786664,1.0550944078786664,Includes Text-to-Web,Rust Belt,Midwest,East North Central
Michigan,2024-05-21,Mitchell Research & Communications,87048,center/independent,697,Text-to-Web,lv,Donald Trump,46.0,697,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.8319584818912924,5,4.0,2.09,1.0550944078786664,1.0550944078786664,Includes Text-to-Web,Rust Belt,Midwest,East North Central
Nevada,2024-05-21,Florida Atlantic University PolCom Lab/Mainstreet Research,87027,center/independent,494,IVR/Online Panel,lv,Robert F. Kennedy,7.9,494,Donald Trump Joe Biden Robert F. Kennedy,0.7004041959724749,3,5.899999999999992,,1.0,1.0,IVR/Mostly IVR,Southwest,West,Southwest
Nevada,2024-05-21,Florida Atlantic University PolCom Lab/Mainstreet Research,87027,center/independent,494,IVR/Online Panel,lv,Joe Biden,40.0,494,Donald Trump Joe Biden Robert F. Kennedy,0.7004041959724749,3,5.899999999999992,,1.0,1.0,IVR/Mostly IVR,Southwest,West,Southwest
Nevada,2024-05-21,Florida Atlantic University PolCom Lab/Mainstreet Research,87027,center/independent,494,IVR/Online Panel,lv,Donald Trump,46.2,494,Donald Trump Joe Biden Robert F. Kennedy,0.7004041959724749,3,5.899999999999992,,1.0,1.0,IVR/Mostly IVR,Southwest,West,Southwest
Arizona,2024-05-21,Florida Atlantic University PolCom Lab/Mainstreet Research,87026,center/independent,501,IVR/Online Panel,lv,Robert F. Kennedy,7.2,501,Donald Trump Joe Biden Robert F. Kennedy,0.7053491180624948,3,10.700000000000005,,1.0,1.0,IVR/Mostly IVR,Southwest,West,Southwest
Arizona,2024-05-21,Florida Atlantic University PolCom Lab/Mainstreet Research,87026,center/independent,501,IVR/Online Panel,lv,Joe Biden,39.3,501,Donald Trump Joe Biden Robert F. Kennedy,0.7053491180624948,3,10.700000000000005,,1.0,1.0,IVR/Mostly IVR,Southwest,West,Southwest
Arizona,2024-05-21,Florida Atlantic University PolCom Lab/Mainstreet Research,87026,center/independent,501,IVR/Online Panel,lv,Donald Trump,42.8,501,Donald Trump Joe Biden Robert F. Kennedy,0.7053491180624948,3,10.700000000000005,,1.0,1.0,IVR/Mostly IVR,Southwest,West,Southwest
National,2024-05-21,YouGov,86985,center/independent,1500,Online Panel,rv,Robert F. Kennedy,5.0,1560,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,1.2446509183861647,5,14.0,2.98,1.1529455986082322,0.7605592003503581,Online Non-Prob Panel,,,
National,2024-05-21,YouGov,86985,center/independent,1500,Online Panel,rv,Joe Biden,40.0,1560,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,1.2446509183861647,5,14.0,2.98,1.1529455986082322,0.7605592003503581,Online Non-Prob Panel,,,
National,2024-05-21,YouGov,86985,center/independent,1500,Online Panel,rv,Donald Trump,41.0,1560,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,1.2446509183861647,5,14.0,2.98,1.1529455986082322,0.7605592003503581,Online Non-Prob Panel,,,
Nebraska CD-2,2024-05-22,Iron Light,87054,right,400,Online Panel,lv,Robert F. Kennedy,13.0,400,Donald Trump Joe Biden Robert F. Kennedy,0.6302534916632544,3,8.0,,1.0,1.0,Online Non-Prob Panel,Plains,Midwest,West North Central
Nebraska CD-2,2024-05-22,Iron Light,87054,right,400,Online Panel,lv,Joe Biden,42.0,400,Donald Trump Joe Biden Robert F. Kennedy,0.6302534916632544,3,8.0,,1.0,1.0,Online Non-Prob Panel,Plains,Midwest,West North Central
Nebraska CD-2,2024-05-22,Iron Light,87054,right,400,Online Panel,lv,Donald Trump,37.0,400,Donald Trump Joe Biden Robert F. Kennedy,0.6302534916632544,3,8.0,,1.0,1.0,Online Non-Prob Panel,Plains,Midwest,West North Central
Nevada,2024-05-21,Iron Light,87049,right,600,Online Panel,lv,Robert F. Kennedy,15.0,600,Donald Trump Joe Biden Robert F. Kennedy,0.7718997315912125,3,14.0,,1.0,1.0,Online Non-Prob Panel,Southwest,West,Southwest
Nevada,2024-05-21,Iron Light,87049,right,600,Online Panel,lv,Joe Biden,34.0,600,Donald Trump Joe Biden Robert F. Kennedy,0.7718997315912125,3,14.0,,1.0,1.0,Online Non-Prob Panel,Southwest,West,Southwest
Nevada,2024-05-21,Iron Light,87049,right,600,Online Panel,lv,Donald Trump,37.0,600,Donald Trump Joe Biden Robert F. Kennedy,0.7718997315912125,3,14.0,,1.0,1.0,Online Non-Prob Panel,Southwest,West,Southwest
New Hampshire,2024-05-20,University of New Hampshire Survey Center,87030,center/independent,1140,Probability Panel,lv,Robert F. Kennedy,3.0,1140,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,1.063990353197863,5,12.0,2.65,1.1196085805481857,1.1196085805481857,Online Prob Panel,New England,Northeast,New England
New Hampshire,2024-05-20,University of New Hampshire Survey Center,87030,center/independent,1140,Probability Panel,lv,Joe Biden,44.0,1140,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,1.063990353197863,5,12.0,2.65,1.1196085805481857,1.1196085805481857,Online Prob Panel,New England,Northeast,New England
New Hampshire,2024-05-20,University of New Hampshire Survey Center,87030,center/independent,1140,Probability Panel,lv,Donald Trump,41.0,1140,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,1.063990353197863,5,12.0,2.65,1.1196085805481857,1.1196085805481857,Online Prob Panel,New England,Northeast,New England
Rhode Island,2024-05-20,University of New Hampshire Survey Center,87029,center/independent,538,Probability Panel,lv,Robert F. Kennedy,6.0,538,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.7309310355626983,5,9.0,2.65,1.1196085805481857,1.1196085805481857,Online Prob Panel,Northeast,Northeast,New England
Rhode Island,2024-05-20,University of New Hampshire Survey Center,87029,center/independent,538,Probability Panel,lv,Joe Biden,52.0,538,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.7309310355626983,5,9.0,2.65,1.1196085805481857,1.1196085805481857,Online Prob Panel,Northeast,Northeast,New England
Rhode Island,2024-05-20,University of New Hampshire Survey Center,87029,center/independent,538,Probability Panel,lv,Donald Trump,33.0,538,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.7309310355626983,5,9.0,2.65,1.1196085805481857,1.1196085805481857,Online Prob Panel,Northeast,Northeast,New England
Massachusetts,2024-05-20,University of New Hampshire Survey Center,87028,center/independent,526,Probability Panel,lv,Robert F. Kennedy,10.0,526,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.7227334189285473,5,9.0,2.65,1.1196085805481857,1.1196085805481857,Online Prob Panel,New England,Northeast,New England
Massachusetts,2024-05-20,University of New Hampshire Survey Center,87028,center/independent,526,Probability Panel,lv,Joe Biden,55.0,526,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.7227334189285473,5,9.0,2.65,1.1196085805481857,1.1196085805481857,Online Prob Panel,New England,Northeast,New England
Massachusetts,2024-05-20,University of New Hampshire Survey Center,87028,center/independent,526,Probability Panel,lv,Donald Trump,26.0,526,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.7227334189285473,5,9.0,2.65,1.1196085805481857,1.1196085805481857,Online Prob Panel,New England,Northeast,New England
National,2024-05-21,The Bullfinch Group,87002,center/independent,1000,Online Panel,rv,Robert F. Kennedy,10.0,1000,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.9965182684649138,5,12.0,,1.0,0.7071067811865476,Online Non-Prob Panel,,,
National,2024-05-21,The Bullfinch Group,87002,center/independent,1000,Online Panel,rv,Joe Biden,37.0,1000,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.9965182684649138,5,12.0,,1.0,0.7071067811865476,Online Non-Prob Panel,,,
National,2024-05-21,The Bullfinch Group,87002,center/independent,1000,Online Panel,rv,Donald Trump,41.0,1000,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.9965182684649138,5,12.0,,1.0,0.7071067811865476,Online Non-Prob Panel,,,
National,2024-05-20,Quinnipiac University,87001,center/independent,1374,Live Phone,rv,Robert F. Kennedy,14.0,1374,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,1.168096253736841,5,7.0,2.83,1.138154863636792,1.138154863636792,Live Phone,,,
National,2024-05-20,Quinnipiac University,87001,center/independent,1374,Live Phone,rv,Joe Biden,41.0,1374,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,1.168096253736841,5,7.0,2.83,1.138154863636792,1.138154863636792,Live Phone,,,
National,2024-05-20,Quinnipiac University,87001,center/independent,1374,Live Phone,rv,Donald Trump,38.0,1374,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,1.168096253736841,5,7.0,2.83,1.138154863636792,1.138154863636792,Live Phone,,,
National,2024-05-21,The Bullfinch Group,86984,center/independent,1000,Online Panel,rv,Robert F. Kennedy,13.0,1000,Donald Trump Joe Biden Robert F. Kennedy,0.9965182684649138,3,6.0,,1.0,0.7071067811865476,Online Non-Prob Panel,,,
National,2024-05-21,The Bullfinch Group,86984,center/independent,1000,Online Panel,rv,Joe Biden,39.0,1000,Donald Trump Joe Biden Robert F. Kennedy,0.9965182684649138,3,6.0,,1.0,0.7071067811865476,Online Non-Prob Panel,,,
National,2024-05-21,The Bullfinch Group,86984,center/independent,1000,Online Panel,rv,Donald Trump,42.0,1000,Donald Trump Joe Biden Robert F. Kennedy,0.9965182684649138,3,6.0,,1.0,0.7071067811865476,Online Non-Prob Panel,,,
Wisconsin,2024-05-19,KAConsulting,87428,left,600,Live Phone/Online Panel,rv,Joe Biden,45.0,600,Donald Trump Joe Biden,0.7718997315912125,2,10.0,1.51,0.9727449537706192,0.9727449537706192,Includes Live Phone,Rust Belt,Midwest,East North Central
Wisconsin,2024-05-19,KAConsulting,87428,left,600,Live Phone/Online Panel,rv,Donald Trump,45.0,600,Donald Trump Joe Biden,0.7718997315912125,2,10.0,1.51,0.9727449537706192,0.9727449537706192,Includes Live Phone,Rust Belt,Midwest,East North Central
Pennsylvania,2024-05-19,KAConsulting,87427,left,600,Live Phone/Online Panel,rv,Joe Biden,44.0,600,Donald Trump Joe Biden,0.7718997315912125,2,12.0,1.51,0.9727449537706192,0.9727449537706192,Includes Live Phone,Rust Belt,Midwest,Middle Atlantic
Pennsylvania,2024-05-19,KAConsulting,87427,left,600,Live Phone/Online Panel,rv,Donald Trump,44.0,600,Donald Trump Joe Biden,0.7718997315912125,2,12.0,1.51,0.9727449537706192,0.9727449537706192,Includes Live Phone,Rust Belt,Midwest,Middle Atlantic
Michigan,2024-05-19,KAConsulting,87426,left,600,Live Phone/Online Panel,rv,Joe Biden,44.0,600,Donald Trump Joe Biden,0.7718997315912125,2,11.0,1.51,0.9727449537706192,0.9727449537706192,Includes Live Phone,Rust Belt,Midwest,East North Central
Michigan,2024-05-19,KAConsulting,87426,left,600,Live Phone/Online Panel,rv,Donald Trump,45.0,600,Donald Trump Joe Biden,0.7718997315912125,2,11.0,1.51,0.9727449537706192,0.9727449537706192,Includes Live Phone,Rust Belt,Midwest,East North Central
Wisconsin,2024-05-21,The Tyson Group,87265,right,650,Live Phone/Text-to-Web,lv,Robert F. Kennedy,7.0,650,Donald Trump Joe Biden Robert F. Kennedy,0.8034187131252305,3,7.0,1.06,0.8903919317863989,0.8903919317863989,Live Phone + Text-to-Web,Rust Belt,Midwest,East North Central
Wisconsin,2024-05-21,The Tyson Group,87265,right,650,Live Phone/Text-to-Web,lv,Joe Biden,42.0,650,Donald Trump Joe Biden Robert F. Kennedy,0.8034187131252305,3,7.0,1.06,0.8903919317863989,0.8903919317863989,Live Phone + Text-to-Web,Rust Belt,Midwest,East North Central
Wisconsin,2024-05-21,The Tyson Group,87265,right,650,Live Phone/Text-to-Web,lv,Donald Trump,44.0,650,Donald Trump Joe Biden Robert F. Kennedy,0.8034187131252305,3,7.0,1.06,0.8903919317863989,0.8903919317863989,Live Phone + Text-to-Web,Rust Belt,Midwest,East North Central
Nevada,2024-05-21,The Tyson Group,87264,right,650,Live Phone/Text-to-Web,lv,Robert F. Kennedy,9.0,650,Donald Trump Joe Biden Robert F. Kennedy,0.8034187131252305,3,10.0,1.06,0.8903919317863989,0.8903919317863989,Live Phone + Text-to-Web,Southwest,West,Southwest
Nevada,2024-05-21,The Tyson Group,87264,right,650,Live Phone/Text-to-Web,lv,Joe Biden,40.0,650,Donald Trump Joe Biden Robert F. Kennedy,0.8034187131252305,3,10.0,1.06,0.8903919317863989,0.8903919317863989,Live Phone + Text-to-Web,Southwest,West,Southwest
Nevada,2024-05-21,The Tyson Group,87264,right,650,Live Phone/Text-to-Web,lv,Donald Trump,41.0,650,Donald Trump Joe Biden Robert F. Kennedy,0.8034187131252305,3,10.0,1.06,0.8903919317863989,0.8903919317863989,Live Phone + Text-to-Web,Southwest,West,Southwest
Michigan,2024-05-21,The Tyson Group,87263,right,650,Live Phone/Text-to-Web,lv,Robert F. Kennedy,7.0,650,Donald Trump Joe Biden Robert F. Kennedy,0.8034187131252305,3,11.0,1.06,0.8903919317863989,0.8903919317863989,Live Phone + Text-to-Web,Rust Belt,Midwest,East North Central
Michigan,2024-05-21,The Tyson Group,87263,right,650,Live Phone/Text-to-Web,lv,Joe Biden,37.0,650,Donald Trump Joe Biden Robert F. Kennedy,0.8034187131252305,3,11.0,1.06,0.8903919317863989,0.8903919317863989,Live Phone + Text-to-Web,Rust Belt,Midwest,East North Central
Michigan,2024-05-21,The Tyson Group,87263,right,650,Live Phone/Text-to-Web,lv,Donald Trump,45.0,650,Donald Trump Joe Biden Robert F. Kennedy,0.8034187131252305,3,11.0,1.06,0.8903919317863989,0.8903919317863989,Live Phone + Text-to-Web,Rust Belt,Midwest,East North Central
Georgia,2024-05-21,The Tyson Group,87262,right,650,Live Phone/Text-to-Web,lv,Robert F. Kennedy,7.0,650,Donald Trump Joe Biden Robert F. Kennedy,0.8034187131252305,3,11.0,1.06,0.8903919317863989,0.8903919317863989,Live Phone + Text-to-Web,Southeast,South,South Atlantic
Georgia,2024-05-21,The Tyson Group,87262,right,650,Live Phone/Text-to-Web,lv,Joe Biden,39.0,650,Donald Trump Joe Biden Robert F. Kennedy,0.8034187131252305,3,11.0,1.06,0.8903919317863989,0.8903919317863989,Live Phone + Text-to-Web,Southeast,South,South Atlantic
Georgia,2024-05-21,The Tyson Group,87262,right,650,Live Phone/Text-to-Web,lv,Donald Trump,43.0,650,Donald Trump Joe Biden Robert F. Kennedy,0.8034187131252305,3,11.0,1.06,0.8903919317863989,0.8903919317863989,Live Phone + Text-to-Web,Southeast,South,South Atlantic
Arizona,2024-05-21,The Tyson Group,87261,right,650,Live Phone/Text-to-Web,lv,Robert F. Kennedy,9.0,650,Donald Trump Joe Biden Robert F. Kennedy,0.8034187131252305,3,12.0,1.06,0.8903919317863989,0.8903919317863989,Live Phone + Text-to-Web,Southwest,West,Southwest
Arizona,2024-05-21,The Tyson Group,87261,right,650,Live Phone/Text-to-Web,lv,Joe Biden,38.0,650,Donald Trump Joe Biden Robert F. Kennedy,0.8034187131252305,3,12.0,1.06,0.8903919317863989,0.8903919317863989,Live Phone + Text-to-Web,Southwest,West,Southwest
Arizona,2024-05-21,The Tyson Group,87261,right,650,Live Phone/Text-to-Web,lv,Donald Trump,41.0,650,Donald Trump Joe Biden Robert F. Kennedy,0.8034187131252305,3,12.0,1.06,0.8903919317863989,0.8903919317863989,Live Phone + Text-to-Web,Southwest,West,Southwest
New Hampshire,2024-05-20,Praecones Analytica,86980,center/independent,862,Online Panel,rv,Robert F. Kennedy,14.6,862,Donald Trump Joe Biden Robert F. Kennedy,0.9252069738114144,3,12.299999999999995,2.03,1.0474390456749,1.0474390456749,Online Non-Prob Panel,New England,Northeast,New England
New Hampshire,2024-05-20,Praecones Analytica,86980,center/independent,862,Online Panel,rv,Joe Biden,36.5,862,Donald Trump Joe Biden Robert F. Kennedy,0.9252069738114144,3,12.299999999999995,2.03,1.0474390456749,1.0474390456749,Online Non-Prob Panel,New England,Northeast,New England
New Hampshire,2024-05-20,Praecones Analytica,86980,center/independent,862,Online Panel,rv,Donald Trump,36.6,862,Donald Trump Joe Biden Robert F. Kennedy,0.9252069738114144,3,12.299999999999995,2.03,1.0474390456749,1.0474390456749,Online Non-Prob Panel,New England,Northeast,New England
National,2024-05-18,Morning Consult,86972,center/independent,1500,Online Panel,rv,Joe Biden,43.0,4000,Donald Trump Joe Biden,1.836678059957297,2,13.0,1.8,1.016419236906677,0.6704973790399477,Online Non-Prob Panel,,,
National,2024-05-18,Morning Consult,86972,center/independent,1500,Online Panel,rv,Donald Trump,44.0,4000,Donald Trump Joe Biden,1.836678059957297,2,13.0,1.8,1.016419236906677,0.6704973790399477,Online Non-Prob Panel,,,
Virginia,2024-05-21,Roanoke College Institute for Policy and Opinion Research,87053,center/independent,711,Live Phone/Online Panel,lv,Robert F. Kennedy,8.0,711,Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.8402723349142492,4,14.0,2.66,1.1206633236683063,1.1206633236683063,Includes Live Phone,Southeast,South,South Atlantic
Virginia,2024-05-21,Roanoke College Institute for Policy and Opinion Research,87053,center/independent,711,Live Phone/Online Panel,lv,Joe Biden,40.0,711,Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.8402723349142492,4,14.0,2.66,1.1206633236683063,1.1206633236683063,Includes Live Phone,Southeast,South,South Atlantic
Virginia,2024-05-21,Roanoke College Institute for Policy and Opinion Research,87053,center/independent,711,Live Phone/Online Panel,lv,Donald Trump,38.0,711,Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.8402723349142492,4,14.0,2.66,1.1206633236683063,1.1206633236683063,Includes Live Phone,Southeast,South,South Atlantic
National,2024-05-16,Cygnal,87031,center/independent,1500,Online Panel,lv,Robert F. Kennedy,8.8,1500,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,1.22048063855043,5,12.700000000000005,2.11,1.0576095494602245,1.0576095494602245,Online Non-Prob Panel,,,
National,2024-05-16,Cygnal,87031,center/independent,1500,Online Panel,lv,Joe Biden,37.7,1500,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,1.22048063855043,5,12.700000000000005,2.11,1.0576095494602245,1.0576095494602245,Online Non-Prob Panel,,,
National,2024-05-16,Cygnal,87031,center/independent,1500,Online Panel,lv,Donald Trump,40.8,1500,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,1.22048063855043,5,12.700000000000005,2.11,1.0576095494602245,1.0576095494602245,Online Non-Prob Panel,,,
